Time,Settlement Period,Day of Week,Predicted_load
2016-08-13 12:30:00,26.0,5,35514.0
2016-08-13 13:00:00,27.0,5,34308.0
2016-08-13 13:30:00,28.0,5,33755.0
2016-08-13 14:00:00,29.0,5,33389.0
2016-08-13 14:30:00,30.0,5,32936.0
2016-08-13 15:00:00,31.0,5,32760.0
2016-08-13 15:30:00,32.0,5,32984.0
2016-08-13 16:00:00,33.0,5,33079.0
2016-08-13 16:30:00,34.0,5,33602.0
2016-08-13 17:00:00,35.0,5,34708.0
2016-08-13 17:30:00,36.0,5,34997.0
2016-08-13 18:00:00,37.0,5,35153.0
2016-08-13 18:30:00,38.0,5,35009.0
2016-08-13 19:00:00,39.0,5,34634.0
2016-08-13 19:30:00,40.0,5,34079.0
2016-08-13 20:00:00,41.0,5,33450.0
2016-08-13 20:30:00,42.0,5,33078.0
2016-08-13 21:00:00,43.0,5,33649.0
2016-08-13 21:30:00,44.0,5,33146.0
2016-08-13 22:00:00,45.0,5,31667.0
2016-08-13 22:30:00,46.0,5,30193.0
2016-08-13 23:00:00,47.0,5,28769.0
2016-08-13 23:30:00,48.0,5,27264.0
2016-08-14 00:00:00,1.0,6,24320.0
2016-08-14 00:30:00,2.0,6,23368.0
2016-08-14 01:00:00,3.0,6,23386.0
2016-08-14 01:30:00,4.0,6,21791.0
2016-08-14 02:00:00,5.0,6,20021.0
2016-08-14 02:30:00,6.0,6,19504.0
2016-08-14 03:00:00,7.0,6,19129.0
2016-08-14 03:30:00,8.0,6,18904.0
2016-08-14 04:00:00,9.0,6,18693.0
2016-08-14 04:30:00,10.0,6,18650.0
2016-08-14 05:00:00,11.0,6,18553.0
2016-08-14 05:30:00,12.0,6,18360.0
2016-08-14 06:00:00,13.0,6,19038.0
2016-08-14 06:30:00,14.0,6,19711.0
2016-08-14 07:00:00,15.0,6,21279.0
2016-08-14 07:30:00,16.0,6,22929.0
2016-08-14 08:00:00,17.0,6,26152.0
2016-08-14 08:30:00,18.0,6,27565.0
2016-08-14 09:00:00,19.0,6,29637.0
2016-08-14 09:30:00,20.0,6,30909.0
2016-08-14 10:00:00,21.0,6,31778.0
2016-08-14 10:30:00,22.0,6,32030.0
2016-08-14 11:00:00,23.0,6,32353.0
2016-08-14 11:30:00,24.0,6,32560.0
2016-08-14 12:00:00,25.0,6,32726.0
2016-08-14 12:30:00,26.0,6,32657.0
2016-08-14 13:00:00,27.0,6,32023.0
2016-08-14 13:30:00,28.0,6,31541.0
2016-08-14 14:00:00,29.0,6,31144.0
2016-08-14 14:30:00,30.0,6,30819.0
2016-08-14 15:00:00,31.0,6,30643.0
2016-08-14 15:30:00,32.0,6,30885.0
2016-08-14 16:00:00,33.0,6,31337.0
2016-08-14 16:30:00,34.0,6,31974.0
2016-08-14 17:00:00,35.0,6,32964.0
2016-08-14 17:30:00,36.0,6,33321.0
2016-08-14 18:00:00,37.0,6,33562.0
2016-08-14 18:30:00,38.0,6,33591.0
2016-08-14 19:00:00,39.0,6,33678.0
2016-08-14 19:30:00,40.0,6,33228.0
2016-08-14 20:00:00,41.0,6,32929.0
2016-08-14 20:30:00,42.0,6,32878.0
2016-08-14 21:00:00,43.0,6,33274.0
2016-08-14 21:30:00,44.0,6,32520.0
2016-08-14 22:00:00,45.0,6,31212.0
2016-08-14 22:30:00,46.0,6,29483.0
2016-08-14 23:00:00,47.0,6,27596.0
2016-08-14 23:30:00,48.0,6,25467.0
2016-08-15 00:00:00,1.0,0,22178.0
2016-08-15 00:30:00,2.0,0,21170.0
2016-08-15 01:00:00,3.0,0,21258.0
2016-08-15 01:30:00,4.0,0,19819.0
2016-08-15 02:00:00,5.0,0,19213.0
2016-08-15 02:30:00,6.0,0,18921.0
2016-08-15 03:00:00,7.0,0,18522.0
2016-08-15 03:30:00,8.0,0,18555.0
2016-08-15 04:00:00,9.0,0,18618.0
2016-08-15 04:30:00,10.0,0,18892.0
2016-08-15 05:00:00,11.0,0,19496.0
2016-08-15 05:30:00,12.0,0,20124.0
2016-08-15 06:00:00,13.0,0,23808.0
2016-08-15 06:30:00,14.0,0,26821.0
2016-08-15 07:00:00,15.0,0,30822.0
2016-08-15 07:30:00,16.0,0,32779.0
2016-08-15 08:00:00,17.0,0,35829.0
2016-08-15 08:30:00,18.0,0,36936.0
2016-08-15 09:00:00,19.0,0,37824.0
2016-08-15 09:30:00,20.0,0,38089.0
2016-08-15 10:00:00,21.0,0,38074.0
2016-08-15 10:30:00,22.0,0,38390.0
2016-08-15 11:00:00,23.0,0,38354.0
2016-08-15 11:30:00,24.0,0,39191.0
2016-08-15 12:00:00,25.0,0,39432.0
2016-08-15 12:30:00,26.0,0,39605.0
2016-08-15 13:00:00,27.0,0,39630.0
2016-08-15 13:30:00,28.0,0,39383.0
2016-08-15 14:00:00,29.0,0,39086.0
2016-08-15 14:30:00,30.0,0,39047.0
2016-08-15 15:00:00,31.0,0,39122.0
2016-08-15 15:30:00,32.0,0,39265.0
2016-08-15 16:00:00,33.0,0,39479.0
2016-08-15 16:30:00,34.0,0,39680.0
2016-08-15 17:00:00,35.0,0,40117.0
2016-08-15 17:30:00,36.0,0,40264.0
2016-08-15 18:00:00,37.0,0,40032.0
2016-08-15 18:30:00,38.0,0,39660.0
2016-08-15 19:00:00,39.0,0,39044.0
2016-08-15 19:30:00,40.0,0,38486.0
2016-08-15 20:00:00,41.0,0,37938.0
2016-08-15 20:30:00,42.0,0,37593.0
2016-08-15 21:00:00,43.0,0,37784.0
2016-08-15 21:30:00,44.0,0,36857.0
2016-08-15 22:00:00,45.0,0,35307.0
2016-08-15 22:30:00,46.0,0,33493.0
2016-08-15 23:00:00,47.0,0,30168.0
2016-08-15 23:30:00,48.0,0,27960.0
2016-08-16 00:00:00,1.0,1,25225.0
2016-08-16 00:30:00,2.0,1,23999.0
2016-08-16 01:00:00,3.0,1,23947.0
2016-08-16 01:30:00,4.0,1,22950.0
2016-08-16 02:00:00,5.0,1,22632.0
2016-08-16 02:30:00,6.0,1,22281.0
2016-08-16 03:00:00,7.0,1,22116.0
2016-08-16 03:30:00,8.0,1,22086.0
2016-08-16 04:00:00,9.0,1,22123.0
2016-08-16 04:30:00,10.0,1,22116.0
2016-08-16 05:00:00,11.0,1,22871.0
2016-08-16 05:30:00,12.0,1,23487.0
2016-08-16 06:00:00,13.0,1,26984.0
2016-08-16 06:30:00,14.0,1,29948.0
2016-08-16 07:00:00,15.0,1,34093.0
2016-08-16 07:30:00,16.0,1,35792.0
2016-08-16 08:00:00,17.0,1,37380.0
2016-08-16 08:30:00,18.0,1,38145.0
2016-08-16 09:00:00,19.0,1,38791.0
2016-08-16 09:30:00,20.0,1,39069.0
2016-08-16 10:00:00,21.0,1,39379.0
2016-08-16 10:30:00,22.0,1,39781.0
2016-08-16 11:00:00,23.0,1,40431.0
2016-08-16 11:30:00,24.0,1,41209.0
2016-08-16 12:00:00,25.0,1,41441.0
2016-08-16 12:30:00,26.0,1,41467.0
2016-08-16 13:00:00,27.0,1,41537.0
2016-08-16 13:30:00,28.0,1,40988.0
2016-08-16 14:00:00,29.0,1,40567.0
2016-08-16 14:30:00,30.0,1,40231.0
2016-08-16 15:00:00,31.0,1,39957.0
2016-08-16 15:30:00,32.0,1,39995.0
2016-08-16 16:00:00,33.0,1,40438.0
2016-08-16 16:30:00,34.0,1,40801.0
2016-08-16 17:00:00,35.0,1,41188.0
2016-08-16 17:30:00,36.0,1,41068.0
2016-08-16 18:00:00,37.0,1,40552.0
2016-08-16 18:30:00,38.0,1,40207.0
2016-08-16 19:00:00,39.0,1,39632.0
2016-08-16 19:30:00,40.0,1,39002.0
2016-08-16 20:00:00,41.0,1,38559.0
2016-08-16 20:30:00,42.0,1,38235.0
2016-08-16 21:00:00,43.0,1,38355.0
2016-08-16 21:30:00,44.0,1,37139.0
2016-08-16 22:00:00,45.0,1,35536.0
2016-08-16 22:30:00,46.0,1,33832.0
2016-08-16 23:00:00,47.0,1,31449.0
2016-08-16 23:30:00,48.0,1,29370.0
2016-08-17 00:00:00,1.0,2,27940.0
2016-08-17 00:30:00,2.0,2,26695.0
2016-08-17 01:00:00,3.0,2,26717.0
2016-08-17 01:30:00,4.0,2,25121.0
2016-08-17 02:00:00,5.0,2,24546.0
2016-08-17 02:30:00,6.0,2,24177.0
2016-08-17 03:00:00,7.0,2,24061.0
2016-08-17 03:30:00,8.0,2,24041.0
2016-08-17 04:00:00,9.0,2,24042.0
2016-08-17 04:30:00,10.0,2,24201.0
2016-08-17 05:00:00,11.0,2,24900.0
2016-08-17 05:30:00,12.0,2,25750.0
2016-08-17 06:00:00,13.0,2,29037.0
2016-08-17 06:30:00,14.0,2,31347.0
2016-08-17 07:00:00,15.0,2,34509.0
2016-08-17 07:30:00,16.0,2,36471.0
2016-08-17 08:00:00,17.0,2,38215.0
2016-08-17 08:30:00,18.0,2,39143.0
2016-08-17 09:00:00,19.0,2,38525.0
2016-08-17 09:30:00,20.0,2,39043.0
2016-08-17 10:00:00,21.0,2,40074.0
2016-08-17 10:30:00,22.0,2,40806.0
2016-08-17 11:00:00,23.0,2,41110.0
2016-08-17 11:30:00,24.0,2,41214.0
2016-08-17 12:00:00,25.0,2,41320.0
2016-08-17 12:30:00,26.0,2,41235.0
2016-08-17 13:00:00,27.0,2,40879.0
2016-08-17 13:30:00,28.0,2,40630.0
2016-08-17 14:00:00,29.0,2,40499.0
2016-08-17 14:30:00,30.0,2,40145.0
2016-08-17 15:00:00,31.0,2,40160.0
2016-08-17 15:30:00,32.0,2,40399.0
2016-08-17 16:00:00,33.0,2,40693.0
2016-08-17 16:30:00,34.0,2,41303.0
2016-08-17 17:00:00,35.0,2,41734.0
2016-08-17 17:30:00,36.0,2,41592.0
2016-08-17 18:00:00,37.0,2,41155.0
2016-08-17 18:30:00,38.0,2,40633.0
2016-08-17 19:00:00,39.0,2,39994.0
2016-08-17 19:30:00,40.0,2,39356.0
2016-08-17 20:00:00,41.0,2,38965.0
2016-08-17 20:30:00,42.0,2,38861.0
2016-08-17 21:00:00,43.0,2,38691.0
2016-08-17 21:30:00,44.0,2,37431.0
2016-08-17 22:00:00,45.0,2,35659.0
2016-08-17 22:30:00,46.0,2,33648.0
2016-08-17 23:00:00,47.0,2,31035.0
2016-08-17 23:30:00,48.0,2,29176.0
2016-08-18 00:00:00,1.0,3,27119.0
2016-08-18 00:30:00,2.0,3,25790.0
2016-08-18 01:00:00,3.0,3,25856.0
2016-08-18 01:30:00,4.0,3,24789.0
2016-08-18 02:00:00,5.0,3,24057.0
2016-08-18 02:30:00,6.0,3,23714.0
2016-08-18 03:00:00,7.0,3,23551.0
2016-08-18 03:30:00,8.0,3,23579.0
2016-08-18 04:00:00,9.0,3,23694.0
2016-08-18 04:30:00,10.0,3,23841.0
2016-08-18 05:00:00,11.0,3,24697.0
2016-08-18 05:30:00,12.0,3,25397.0
2016-08-18 06:00:00,13.0,3,27946.0
2016-08-18 06:30:00,14.0,3,30515.0
2016-08-18 07:00:00,15.0,3,33935.0
2016-08-18 07:30:00,16.0,3,35881.0
2016-08-18 08:00:00,17.0,3,37829.0
2016-08-18 08:30:00,18.0,3,38917.0
2016-08-18 09:00:00,19.0,3,39853.0
2016-08-18 09:30:00,20.0,3,40144.0
2016-08-18 10:00:00,21.0,3,40407.0
2016-08-18 10:30:00,22.0,3,40623.0
2016-08-18 11:00:00,23.0,3,40718.0
2016-08-18 11:30:00,24.0,3,40717.0
2016-08-18 12:00:00,25.0,3,41046.0
2016-08-18 12:30:00,26.0,3,40873.0
2016-08-18 13:00:00,27.0,3,40515.0
2016-08-18 13:30:00,28.0,3,40159.0
2016-08-18 14:00:00,29.0,3,39790.0
2016-08-18 14:30:00,30.0,3,39567.0
2016-08-18 15:00:00,31.0,3,39463.0
2016-08-18 15:30:00,32.0,3,39686.0
2016-08-18 16:00:00,33.0,3,39976.0
2016-08-18 16:30:00,34.0,3,40740.0
2016-08-18 17:00:00,35.0,3,41047.0
2016-08-18 17:30:00,36.0,3,41033.0
2016-08-18 18:00:00,37.0,3,40711.0
2016-08-18 18:30:00,38.0,3,40192.0
2016-08-18 19:00:00,39.0,3,39608.0
2016-08-18 19:30:00,40.0,3,38983.0
2016-08-18 20:00:00,41.0,3,38300.0
2016-08-18 20:30:00,42.0,3,38299.0
2016-08-18 21:00:00,43.0,3,38497.0
2016-08-18 21:30:00,44.0,3,37222.0
2016-08-18 22:00:00,45.0,3,35379.0
2016-08-18 22:30:00,46.0,3,33365.0
2016-08-18 23:00:00,47.0,3,30870.0
2016-08-18 23:30:00,48.0,3,29086.0
2016-08-19 00:00:00,1.0,4,27567.0
2016-08-19 00:30:00,2.0,4,26197.0
2016-08-19 01:00:00,3.0,4,26181.0
2016-08-19 01:30:00,4.0,4,24036.0
2016-08-19 02:00:00,5.0,4,22955.0
2016-08-19 02:30:00,6.0,4,22484.0
2016-08-19 03:00:00,7.0,4,22386.0
2016-08-19 03:30:00,8.0,4,22428.0
2016-08-19 04:00:00,9.0,4,22319.0
2016-08-19 04:30:00,10.0,4,22410.0
2016-08-19 05:00:00,11.0,4,23101.0
2016-08-19 05:30:00,12.0,4,23526.0
2016-08-19 06:00:00,13.0,4,27774.0
2016-08-19 06:30:00,14.0,4,30016.0
2016-08-19 07:00:00,15.0,4,33352.0
2016-08-19 07:30:00,16.0,4,35360.0
2016-08-19 08:00:00,17.0,4,37089.0
2016-08-19 08:30:00,18.0,4,37847.0
2016-08-19 09:00:00,19.0,4,38336.0
2016-08-19 09:30:00,20.0,4,38565.0
2016-08-19 10:00:00,21.0,4,38354.0
2016-08-19 10:30:00,22.0,4,38431.0
2016-08-19 11:00:00,23.0,4,38494.0
2016-08-19 11:30:00,24.0,4,38784.0
2016-08-19 12:00:00,25.0,4,39175.0
2016-08-19 12:30:00,26.0,4,39148.0
2016-08-19 13:00:00,27.0,4,38848.0
2016-08-19 13:30:00,28.0,4,38744.0
2016-08-19 14:00:00,29.0,4,38460.0
2016-08-19 14:30:00,30.0,4,38295.0
2016-08-19 15:00:00,31.0,4,37975.0
2016-08-19 15:30:00,32.0,4,38131.0
2016-08-19 16:00:00,33.0,4,38545.0
2016-08-19 16:30:00,34.0,4,39175.0
2016-08-19 17:00:00,35.0,4,39495.0
2016-08-19 17:30:00,36.0,4,39622.0
2016-08-19 18:00:00,37.0,4,39310.0
2016-08-19 18:30:00,38.0,4,38819.0
2016-08-19 19:00:00,39.0,4,38098.0
2016-08-19 19:30:00,40.0,4,37470.0
2016-08-19 20:00:00,41.0,4,36846.0
2016-08-19 20:30:00,42.0,4,36866.0
2016-08-19 21:00:00,43.0,4,36848.0
2016-08-19 21:30:00,44.0,4,35628.0
2016-08-19 22:00:00,45.0,4,34122.0
2016-08-19 22:30:00,46.0,4,32541.0
2016-08-19 23:00:00,47.0,4,30248.0
2016-08-19 23:30:00,48.0,4,28230.0
2016-08-20 00:00:00,1.0,5,26517.0
2016-08-20 00:30:00,2.0,5,25415.0
2016-08-20 01:00:00,3.0,5,25394.0
2016-08-20 01:30:00,4.0,5,23806.0
2016-08-20 02:00:00,5.0,5,22912.0
2016-08-20 02:30:00,6.0,5,22109.0
2016-08-20 03:00:00,7.0,5,20969.0
2016-08-20 03:30:00,8.0,5,20728.0
2016-08-20 04:00:00,9.0,5,20619.0
2016-08-20 04:30:00,10.0,5,20549.0
2016-08-20 05:00:00,11.0,5,21083.0
2016-08-20 05:30:00,12.0,5,21084.0
2016-08-20 06:00:00,13.0,5,22974.0
2016-08-20 06:30:00,14.0,5,24537.0
2016-08-20 07:00:00,15.0,5,27061.0
2016-08-20 07:30:00,16.0,5,28405.0
2016-08-20 08:00:00,17.0,5,31173.0
2016-08-20 08:30:00,18.0,5,32458.0
2016-08-20 09:00:00,19.0,5,34001.0
2016-08-20 09:30:00,20.0,5,34475.0
2016-08-20 10:00:00,21.0,5,34951.0
2016-08-20 10:30:00,22.0,5,35153.0
2016-08-20 11:00:00,23.0,5,35271.0
2016-08-20 11:30:00,24.0,5,35356.0
2016-08-20 12:00:00,25.0,5,35234.0
2016-08-20 12:30:00,26.0,5,34807.0
2016-08-20 13:00:00,27.0,5,34011.0
2016-08-20 13:30:00,28.0,5,33557.0
2016-08-20 14:00:00,29.0,5,33146.0
2016-08-20 14:30:00,30.0,5,32759.0
2016-08-20 15:00:00,31.0,5,32492.0
2016-08-20 15:30:00,32.0,5,32558.0
2016-08-20 16:00:00,33.0,5,33596.0
2016-08-20 16:30:00,34.0,5,33827.0
2016-08-20 17:00:00,35.0,5,35635.0
2016-08-20 17:30:00,36.0,5,35537.0
2016-08-20 18:00:00,37.0,5,36158.0
2016-08-20 18:30:00,38.0,5,35782.0
2016-08-20 19:00:00,39.0,5,35524.0
2016-08-20 19:30:00,40.0,5,35165.0
2016-08-20 20:00:00,41.0,5,34761.0
2016-08-20 20:30:00,42.0,5,34755.0
2016-08-20 21:00:00,43.0,5,35079.0
2016-08-20 21:30:00,44.0,5,34308.0
2016-08-20 22:00:00,45.0,5,33161.0
2016-08-20 22:30:00,46.0,5,33036.0
2016-08-20 23:00:00,47.0,5,30194.0
2016-08-20 23:30:00,48.0,5,28864.0
2016-08-21 00:00:00,1.0,6,27250.0
2016-08-21 00:30:00,2.0,6,25993.0
2016-08-21 01:00:00,3.0,6,25968.0
2016-08-21 01:30:00,4.0,6,24447.0
2016-08-21 02:00:00,5.0,6,23802.0
2016-08-21 02:30:00,6.0,6,23238.0
2016-08-21 03:00:00,7.0,6,22997.0
2016-08-21 03:30:00,8.0,6,22845.0
2016-08-21 04:00:00,9.0,6,22714.0
2016-08-21 04:30:00,10.0,6,22554.0
2016-08-21 05:00:00,11.0,6,22721.0
2016-08-21 05:30:00,12.0,6,22168.0
2016-08-21 06:00:00,13.0,6,22751.0
2016-08-21 06:30:00,14.0,6,23517.0
2016-08-21 07:00:00,15.0,6,25054.0
2016-08-21 07:30:00,16.0,6,26856.0
2016-08-21 08:00:00,17.0,6,29131.0
2016-08-21 08:30:00,18.0,6,30544.0
2016-08-21 09:00:00,19.0,6,32644.0
2016-08-21 09:30:00,20.0,6,33808.0
2016-08-21 10:00:00,21.0,6,35212.0
2016-08-21 10:30:00,22.0,6,35824.0
2016-08-21 11:00:00,23.0,6,36389.0
2016-08-21 11:30:00,24.0,6,36739.0
2016-08-21 12:00:00,25.0,6,36891.0
2016-08-21 12:30:00,26.0,6,36633.0
2016-08-21 13:00:00,27.0,6,36132.0
2016-08-21 13:30:00,28.0,6,35549.0
2016-08-21 14:00:00,29.0,6,35193.0
2016-08-21 14:30:00,30.0,6,34680.0
2016-08-21 15:00:00,31.0,6,34295.0
2016-08-21 15:30:00,32.0,6,34280.0
2016-08-21 16:00:00,33.0,6,34446.0
2016-08-21 16:30:00,34.0,6,34845.0
2016-08-21 17:00:00,35.0,6,35130.0
2016-08-21 17:30:00,36.0,6,35348.0
2016-08-21 18:00:00,37.0,6,35579.0
2016-08-21 18:30:00,38.0,6,35706.0
2016-08-21 19:00:00,39.0,6,35725.0
2016-08-21 19:30:00,40.0,6,35275.0
2016-08-21 20:00:00,41.0,6,35246.0
2016-08-21 20:30:00,42.0,6,35959.0
2016-08-21 21:00:00,43.0,6,36191.0
2016-08-21 21:30:00,44.0,6,35191.0
2016-08-21 22:00:00,45.0,6,33903.0
2016-08-21 22:30:00,46.0,6,32357.0
2016-08-21 23:00:00,47.0,6,29883.0
2016-08-21 23:30:00,48.0,6,28089.0
2016-08-22 00:00:00,1.0,0,26281.0
2016-08-22 00:30:00,2.0,0,25286.0
2016-08-22 01:00:00,3.0,0,25304.0
2016-08-22 01:30:00,4.0,0,23888.0
2016-08-22 02:00:00,5.0,0,23373.0
2016-08-22 02:30:00,6.0,0,22966.0
2016-08-22 03:00:00,7.0,0,22836.0
2016-08-22 03:30:00,8.0,0,22851.0
2016-08-22 04:00:00,9.0,0,22966.0
2016-08-22 04:30:00,10.0,0,23169.0
2016-08-22 05:00:00,11.0,0,24005.0
2016-08-22 05:30:00,12.0,0,24758.0
2016-08-22 06:00:00,13.0,0,27921.0
2016-08-22 06:30:00,14.0,0,30730.0
2016-08-22 07:00:00,15.0,0,34189.0
2016-08-22 07:30:00,16.0,0,35795.0
2016-08-22 08:00:00,17.0,0,37279.0
2016-08-22 08:30:00,18.0,0,38011.0
2016-08-22 09:00:00,19.0,0,38663.0
2016-08-22 09:30:00,20.0,0,38842.0
2016-08-22 10:00:00,21.0,0,38630.0
2016-08-22 10:30:00,22.0,0,38882.0
2016-08-22 11:00:00,23.0,0,39104.0
2016-08-22 11:30:00,24.0,0,39296.0
2016-08-22 12:00:00,25.0,0,39464.0
2016-08-22 12:30:00,26.0,0,39351.0
2016-08-22 13:00:00,27.0,0,39083.0
2016-08-22 13:30:00,28.0,0,38998.0
2016-08-22 14:00:00,29.0,0,38881.0
2016-08-22 14:30:00,30.0,0,38778.0
2016-08-22 15:00:00,31.0,0,38866.0
2016-08-22 15:30:00,32.0,0,39098.0
2016-08-22 16:00:00,33.0,0,39686.0
2016-08-22 16:30:00,34.0,0,40136.0
2016-08-22 17:00:00,35.0,0,40482.0
2016-08-22 17:30:00,36.0,0,40578.0
2016-08-22 18:00:00,37.0,0,40567.0
2016-08-22 18:30:00,38.0,0,40309.0
2016-08-22 19:00:00,39.0,0,39767.0
2016-08-22 19:30:00,40.0,0,39189.0
2016-08-22 20:00:00,41.0,0,38477.0
2016-08-22 20:30:00,42.0,0,38419.0
2016-08-22 21:00:00,43.0,0,38652.0
2016-08-22 21:30:00,44.0,0,37476.0
2016-08-22 22:00:00,45.0,0,35811.0
2016-08-22 22:30:00,46.0,0,34157.0
2016-08-22 23:00:00,47.0,0,31881.0
2016-08-22 23:30:00,48.0,0,29516.0
2016-08-23 00:00:00,1.0,1,27426.0
2016-08-23 00:30:00,2.0,1,26411.0
2016-08-23 01:00:00,3.0,1,26427.0
2016-08-23 01:30:00,4.0,1,25552.0
2016-08-23 02:00:00,5.0,1,24753.0
2016-08-23 02:30:00,6.0,1,24395.0
2016-08-23 03:00:00,7.0,1,24216.0
2016-08-23 03:30:00,8.0,1,24171.0
2016-08-23 04:00:00,9.0,1,24241.0
2016-08-23 04:30:00,10.0,1,24521.0
2016-08-23 05:00:00,11.0,1,25144.0
2016-08-23 05:30:00,12.0,1,25574.0
2016-08-23 06:00:00,13.0,1,28832.0
2016-08-23 06:30:00,14.0,1,31462.0
2016-08-23 07:00:00,15.0,1,33933.0
2016-08-23 07:30:00,16.0,1,35703.0
2016-08-23 08:00:00,17.0,1,38301.0
2016-08-23 08:30:00,18.0,1,39041.0
2016-08-23 09:00:00,19.0,1,39987.0
2016-08-23 09:30:00,20.0,1,40245.0
2016-08-23 10:00:00,21.0,1,40192.0
2016-08-23 10:30:00,22.0,1,40260.0
2016-08-23 11:00:00,23.0,1,40371.0
2016-08-23 11:30:00,24.0,1,40514.0
2016-08-23 12:00:00,25.0,1,40630.0
2016-08-23 12:30:00,26.0,1,40464.0
2016-08-23 13:00:00,27.0,1,40357.0
2016-08-23 13:30:00,28.0,1,40317.0
2016-08-23 14:00:00,29.0,1,39969.0
2016-08-23 14:30:00,30.0,1,39808.0
2016-08-23 15:00:00,31.0,1,39938.0
2016-08-23 15:30:00,32.0,1,40156.0
2016-08-23 16:00:00,33.0,1,40362.0
2016-08-23 16:30:00,34.0,1,40856.0
2016-08-23 17:00:00,35.0,1,41113.0
2016-08-23 17:30:00,36.0,1,40977.0
2016-08-23 18:00:00,37.0,1,40832.0
2016-08-23 18:30:00,38.0,1,40611.0
2016-08-23 19:00:00,39.0,1,39980.0
2016-08-23 19:30:00,40.0,1,39344.0
2016-08-23 20:00:00,41.0,1,39047.0
2016-08-23 20:30:00,42.0,1,39192.0
2016-08-23 21:00:00,43.0,1,39016.0
2016-08-23 21:30:00,44.0,1,37571.0
2016-08-23 22:00:00,45.0,1,36046.0
2016-08-23 22:30:00,46.0,1,34267.0
2016-08-23 23:00:00,47.0,1,31665.0
2016-08-23 23:30:00,48.0,1,28951.0
2016-08-24 00:00:00,1.0,2,26839.0
2016-08-24 00:30:00,2.0,2,25946.0
2016-08-24 01:00:00,3.0,2,25985.0
2016-08-24 01:30:00,4.0,2,24502.0
2016-08-24 02:00:00,5.0,2,24121.0
2016-08-24 02:30:00,6.0,2,23803.0
2016-08-24 03:00:00,7.0,2,23432.0
2016-08-24 03:30:00,8.0,2,23373.0
2016-08-24 04:00:00,9.0,2,23440.0
2016-08-24 04:30:00,10.0,2,23580.0
2016-08-24 05:00:00,11.0,2,24208.0
2016-08-24 05:30:00,12.0,2,24762.0
2016-08-24 06:00:00,13.0,2,28207.0
2016-08-24 06:30:00,14.0,2,31002.0
2016-08-24 07:00:00,15.0,2,34215.0
2016-08-24 07:30:00,16.0,2,36104.0
2016-08-24 08:00:00,17.0,2,38301.0
2016-08-24 08:30:00,18.0,2,39154.0
2016-08-24 09:00:00,19.0,2,39780.0
2016-08-24 09:30:00,20.0,2,40101.0
2016-08-24 10:00:00,21.0,2,40252.0
2016-08-24 10:30:00,22.0,2,40577.0
2016-08-24 11:00:00,23.0,2,40705.0
2016-08-24 11:30:00,24.0,2,40782.0
2016-08-24 12:00:00,25.0,2,40772.0
2016-08-24 12:30:00,26.0,2,40618.0
2016-08-24 13:00:00,27.0,2,40005.0
2016-08-24 13:30:00,28.0,2,39624.0
2016-08-24 14:00:00,29.0,2,39151.0
2016-08-24 14:30:00,30.0,2,39050.0
2016-08-24 15:00:00,31.0,2,39306.0
2016-08-24 15:30:00,32.0,2,39523.0
2016-08-24 16:00:00,33.0,2,40228.0
2016-08-24 16:30:00,34.0,2,40895.0
2016-08-24 17:00:00,35.0,2,41171.0
2016-08-24 17:30:00,36.0,2,41116.0
2016-08-24 18:00:00,37.0,2,40839.0
2016-08-24 18:30:00,38.0,2,40657.0
2016-08-24 19:00:00,39.0,2,40235.0
2016-08-24 19:30:00,40.0,2,39638.0
2016-08-24 20:00:00,41.0,2,39273.0
2016-08-24 20:30:00,42.0,2,39623.0
2016-08-24 21:00:00,43.0,2,39374.0
2016-08-24 21:30:00,44.0,2,37993.0
2016-08-24 22:00:00,45.0,2,35776.0
2016-08-24 22:30:00,46.0,2,33981.0
2016-08-24 23:00:00,47.0,2,32235.0
2016-08-24 23:30:00,48.0,2,29893.0
2016-08-25 00:00:00,1.0,3,27930.0
2016-08-25 00:30:00,2.0,3,27037.0
2016-08-25 01:00:00,3.0,3,26997.0
2016-08-25 01:30:00,4.0,3,25568.0
2016-08-25 02:00:00,5.0,3,25305.0
2016-08-25 02:30:00,6.0,3,24980.0
2016-08-25 03:00:00,7.0,3,24712.0
2016-08-25 03:30:00,8.0,3,24762.0
2016-08-25 04:00:00,9.0,3,24792.0
2016-08-25 04:30:00,10.0,3,25058.0
2016-08-25 05:00:00,11.0,3,25792.0
2016-08-25 05:30:00,12.0,3,26496.0
2016-08-25 06:00:00,13.0,3,26488.0
2016-08-25 06:30:00,14.0,3,32268.0
2016-08-25 07:00:00,15.0,3,34986.0
2016-08-25 07:30:00,16.0,3,37045.0
2016-08-25 08:00:00,17.0,3,39125.0
2016-08-25 08:30:00,18.0,3,39931.0
2016-08-25 09:00:00,19.0,3,40476.0
2016-08-25 09:30:00,20.0,3,40403.0
2016-08-25 10:00:00,21.0,3,40323.0
2016-08-25 10:30:00,22.0,3,40594.0
2016-08-25 11:00:00,23.0,3,40785.0
2016-08-25 11:30:00,24.0,3,41048.0
2016-08-25 12:00:00,25.0,3,41418.0
2016-08-25 12:30:00,26.0,3,41325.0
2016-08-25 13:00:00,27.0,3,40922.0
2016-08-25 13:30:00,28.0,3,40572.0
2016-08-25 14:00:00,29.0,3,40225.0
2016-08-25 14:30:00,30.0,3,40110.0
2016-08-25 15:00:00,31.0,3,39995.0
